fake data, jan-sep without precip, constant t, par
11 12 4 20 0.7 500 1794.96683492612 0
11 12.3 4 20 0.7 500 1794.96683492612 0
11 13 4 20 0.7 500 1754.87024192728 0
11 13.3 4 20 0.7 500 1675.57274755957 0
11 14 4 20 0.7 500 1558.84572681199 0
11 14.3 4 20 0.7 500 1407.29666844245 0
11 15 4 20 0.7 500 1224.31092798766 0
11 15.3 4 20 0.7 500 1013.97610451452 0
11 16 4 20 0.7 500 780.990730411605 0
11 16.3 4 20 0.7 500 530.559313939627 0
11 17 4 20 0.7 500 268.276079117114 0
11 17.3 4 20 0.7 500 1.10214571844014e-13 0
11 18 4 20 0.7 500 0 0
11 18.3 4 20 0.7 500 0 0
11 19 4 20 0.7 500 0 0
11 19.3 4 20 0.7 500 0 0
11 20 4 20 0.7 500 0 0
11 20.3 4 20 0.7 500 0 0
11 21 4 20 0.7 500 0 0
11 21.3 4 20 0.7 500 0 0
11 22 4 20 0.7 500 0 0
11 22.3 4 20 0.7 500 0 0
11 23 4 20 0.7 500 0 0
11 23.3 4 20 0.7 500 0 0
11 23.59 4 20 0.7 500 0 0
12 0.3 4 20 0.7 500 0 0
12 1 4 20 0.7 500 0 0
12 1.3 4 20 0.7 500 0 0
12 2 4 20 0.7 500 0 0
12 2.3 4 20 0.7 500 0 0
12 3 4 20 0.7 500 0 0
12 3.3 4 20 0.7 500 0 0
12 4 4 20 0.7 500 0 0
12 4.3 4 20 0.7 500 0 0
12 5 4 20 0.7 500 0 0
12 5.3 4 20 0.7 500 0 0
12 6 4 20 0.7 500 0 0
12 6.3 4 20 0.7 500 0 0
12 7 4 20 0.7 500 0 0
12 7.3 4 20 0.7 500 268.276079117114 0
12 8 4 20 0.7 500 530.559313939627 0
12 8.3 4 20 0.7 500 780.990730411605 0
12 9 4 20 0.7 500 1013.97610451452 0
12 9.3 4 20 0.7 500 1224.31092798766 0
12 10 4 20 0.7 500 1407.29666844245 0
12 10.3 4 20 0.7 500 1558.84572681199 0
12 11 4 20 0.7 500 1675.57274755957 0
12 11.3 4 20 0.7 500 1754.87024192728 0
12 12 4 20 0.7 500 1794.96683492612 0
12 12.3 4 20 0.7 500 1794.96683492612 0
12 13 4 20 0.7 500 1754.87024192728 0
12 13.3 4 20 0.7 500 1675.57274755957 0
12 14 4 20 0.7 500 1558.84572681199 0
12 14.3 4 20 0.7 500 1407.29666844245 0
12 15 4 20 0.7 500 1224.31092798766 0
12 15.3 4 20 0.7 500 1013.97610451452 0
12 16 4 20 0.7 500 780.990730411605 0
12 16.3 4 20 0.7 500 530.559313939627 0
12 17 4 20 0.7 500 268.276079117114 0
12 17.3 4 20 0.7 500 1.10214571844014e-13 0
12 18 4 20 0.7 500 0 0
12 18.3 4 20 0.7 500 0 0
12 19 4 20 0.7 500 0 0
12 19.3 4 20 0.7 500 0 0
12 20 4 20 0.7 500 0 0
12 20.3 4 20 0.7 500 0 0
12 21 4 20 0.7 500 0 0
12 21.3 4 20 0.7 500 0 0
12 22 4 20 0.7 500 0 0
12 22.3 4 20 0.7 500 0 0
12 23 4 20 0.7 500 0 0
12 23.3 4 20 0.7 500 0 0
12 23.59 4 20 0.7 500 0 0
13 0.3 4 20 0.7 500 0 0
13 1 4 20 0.7 500 0 0
13 1.3 4 20 0.7 500 0 0
13 2 4 20 0.7 500 0 0
13 2.3 4 20 0.7 500 0 0
13 3 4 20 0.7 500 0 0
13 3.3 4 20 0.7 500 0 0
13 4 4 20 0.7 500 0 0
13 4.3 4 20 0.7 500 0 0
13 5 4 20 0.7 500 0 0
13 5.3 4 20 0.7 500 0 0
13 6 4 20 0.7 500 0 0
13 6.3 4 20 0.7 500 0 0
13 7 4 20 0.7 500 0 0
13 7.3 4 20 0.7 500 268.276079117114 0
13 8 4 20 0.7 500 530.559313939627 0
13 8.3 4 20 0.7 500 780.990730411605 0
13 9 4 20 0.7 500 1013.97610451452 0
13 9.3 4 20 0.7 500 1224.31092798766 0
13 10 4 20 0.7 500 1407.29666844245 0
13 10.3 4 20 0.7 500 1558.84572681199 0
13 11 4 20 0.7 500 1675.57274755957 0
13 11.3 4 20 0.7 500 1754.87024192728 0
13 12 4 20 0.7 500 1794.96683492612 0
13 12.3 4 20 0.7 500 1794.96683492612 0
13 13 4 20 0.7 500 1754.87024192728 0
13 13.3 4 20 0.7 500 1675.57274755957 0
13 14 4 20 0.7 500 1558.84572681199 0
13 14.3 4 20 0.7 500 1407.29666844245 0
13 15 4 20 0.7 500 1224.31092798766 0
13 15.3 4 20 0.7 500 1013.97610451452 0
13 16 4 20 0.7 500 780.990730411605 0
13 16.3 4 20 0.7 500 530.559313939627 0
13 17 4 20 0.7 500 268.276079117114 0
13 17.3 4 20 0.7 500 1.10214571844014e-13 0
13 18 4 20 0.7 500 0 0
13 18.3 4 20 0.7 500 0 0
13 19 4 20 0.7 500 0 0
13 19.3 4 20 0.7 500 0 0
13 20 4 20 0.7 500 0 0
13 20.3 4 20 0.7 500 0 0
13 21 4 20 0.7 500 0 0
13 21.3 4 20 0.7 500 0 0
13 22 4 20 0.7 500 0 0
13 22.3 4 20 0.7 500 0 0
13 23 4 20 0.7 500 0 0
13 23.3 4 20 0.7 500 0 0
13 23.59 4 20 0.7 500 0 0
14 0.3 4 20 0.7 500 0 0
14 1 4 20 0.7 500 0 0
14 1.3 4 20 0.7 500 0 0
14 2 4 20 0.7 500 0 0
14 2.3 4 20 0.7 500 0 0
14 3 4 20 0.7 500 0 0
14 3.3 4 20 0.7 500 0 0
14 4 4 20 0.7 500 0 0
14 4.3 4 20 0.7 500 0 0
14 5 4 20 0.7 500 0 0
14 5.3 4 20 0.7 500 0 0
14 6 4 20 0.7 500 0 0
14 6.3 4 20 0.7 500 0 0
14 7 4 20 0.7 500 0 0
14 7.3 4 20 0.7 500 268.276079117114 0
14 8 4 20 0.7 500 530.559313939627 0
14 8.3 4 20 0.7 500 780.990730411605 0
14 9 4 20 0.7 500 1013.97610451452 0
14 9.3 4 20 0.7 500 1224.31092798766 0
14 10 4 20 0.7 500 1407.29666844245 0
14 10.3 4 20 0.7 500 1558.84572681199 0
14 11 4 20 0.7 500 1675.57274755957 0
14 11.3 4 20 0.7 500 1754.87024192728 0
14 12 4 20 0.7 500 1794.96683492612 0
14 12.3 4 20 0.7 500 1794.96683492612 0
14 13 4 20 0.7 500 1754.87024192728 0
14 13.3 4 20 0.7 500 1675.57274755957 0
14 14 4 20 0.7 500 1558.84572681199 0
14 14.3 4 20 0.7 500 1407.29666844245 0
14 15 4 20 0.7 500 1224.31092798766 0
14 15.3 4 20 0.7 500 1013.97610451452 0
14 16 4 20 0.7 500 780.990730411605 0
14 16.3 4 20 0.7 500 530.559313939627 0
14 17 4 20 0.7 500 268.276079117114 0
14 17.3 4 20 0.7 500 1.10214571844014e-13 0
14 18 4 20 0.7 500 0 0
14 18.3 4 20 0.7 500 0 0
14 19 4 20 0.7 500 0 0
14 19.3 4 20 0.7 500 0 0
14 20 4 20 0.7 500 0 0
14 20.3 4 20 0.7 500 0 0
14 21 4 20 0.7 500 0 0
14 21.3 4 20 0.7 500 0 0
14 22 4 20 0.7 500 0 0
14 22.3 4 20 0.7 500 0 0
14 23 4 20 0.7 500 0 0
14 23.3 4 20 0.7 500 0 0
14 23.59 4 20 0.7 500 0 0
15 0.3 4 20 0.7 500 0 0
15 1 4 20 0.7 500 0 0
15 1.3 4 20 0.7 500 0 0
15 2 4 20 0.7 500 0 0
15 2.3 4 20 0.7 500 0 0
15 3 4 20 0.7 500 0 0
15 3.3 4 20 0.7 500 0 0
15 4 4 20 0.7 500 0 0
15 4.3 4 20 0.7 500 0 0
15 5 4 20 0.7 500 0 0
15 5.3 4 20 0.7 500 0 0
15 6 4 20 0.7 500 0 0
15 6.3 4 20 0.7 500 0 0
15 7 4 20 0.7 500 0 0
15 7.3 4 20 0.7 500 268.276079117114 0
15 8 4 20 0.7 500 530.559313939627 0
15 8.3 4 20 0.7 500 780.990730411605 0
15 9 4 20 0.7 500 1013.97610451452 0
15 9.3 4 20 0.7 500 1224.31092798766 0
15 10 4 20 0.7 500 1407.29666844245 0
15 10.3 4 20 0.7 500 1558.84572681199 0
15 11 4 20 0.7 500 1675.57274755957 0
15 11.3 4 20 0.7 500 1754.87024192728 0
15 12 4 20 0.7 500 1794.96683492612 0
15 12.3 4 20 0.7 500 1794.96683492612 0
15 13 4 20 0.7 500 1754.87024192728 0
15 13.3 4 20 0.7 500 1675.57274755957 0
15 14 4 20 0.7 500 1558.84572681199 0
15 14.3 4 20 0.7 500 1407.29666844245 0
15 15 4 20 0.7 500 1224.31092798766 0
15 15.3 4 20 0.7 500 1013.97610451452 0
15 16 4 20 0.7 500 780.990730411605 0
15 16.3 4 20 0.7 500 530.559313939627 0
15 17 4 20 0.7 500 268.276079117114 0
15 17.3 4 20 0.7 500 1.10214571844014e-13 0
15 18 4 20 0.7 500 0 0
15 18.3 4 20 0.7 500 0 0
15 19 4 20 0.7 500 0 0
15 19.3 4 20 0.7 500 0 0
15 20 4 20 0.7 500 0 0
15 20.3 4 20 0.7 500 0 0
15 21 4 20 0.7 500 0 0
15 21.3 4 20 0.7 500 0 0
15 22 4 20 0.7 500 0 0
15 22.3 4 20 0.7 500 0 0
15 23 4 20 0.7 500 0 0
15 23.3 4 20 0.7 500 0 0
15 23.59 4 20 0.7 500 0 0
16 0.3 4 20 0.7 500 0 0
16 1 4 20 0.7 500 0 0
16 1.3 4 20 0.7 500 0 0
16 2 4 20 0.7 500 0 0
16 2.3 4 20 0.7 500 0 0
16 3 4 20 0.7 500 0 0
16 3.3 4 20 0.7 500 0 0
16 4 4 20 0.7 500 0 0
16 4.3 4 20 0.7 500 0 0
16 5 4 20 0.7 500 0 0
16 5.3 4 20 0.7 500 0 0
16 6 4 20 0.7 500 0 0
16 6.3 4 20 0.7 500 0 0
16 7 4 20 0.7 500 0 0
16 7.3 4 20 0.7 500 268.276079117114 0
16 8 4 20 0.7 500 530.559313939627 0
16 8.3 4 20 0.7 500 780.990730411605 0
16 9 4 20 0.7 500 1013.97610451452 0
16 9.3 4 20 0.7 500 1224.31092798766 0
16 10 4 20 0.7 500 1407.29666844245 0
16 10.3 4 20 0.7 500 1558.84572681199 0
16 11 4 20 0.7 500 1675.57274755957 0
16 11.3 4 20 0.7 500 1754.87024192728 0
16 12 4 20 0.7 500 1794.96683492612 0
16 12.3 4 20 0.7 500 1794.96683492612 0
16 13 4 20 0.7 500 1754.87024192728 0
16 13.3 4 20 0.7 500 1675.57274755957 0
16 14 4 20 0.7 500 1558.84572681199 0
16 14.3 4 20 0.7 500 1407.29666844245 0
16 15 4 20 0.7 500 1224.31092798766 0
16 15.3 4 20 0.7 500 1013.97610451452 0
16 16 4 20 0.7 500 780.990730411605 0
16 16.3 4 20 0.7 500 530.559313939627 0
16 17 4 20 0.7 500 268.276079117114 0
16 17.3 4 20 0.7 500 1.10214571844014e-13 0
16 18 4 20 0.7 500 0 0
16 18.3 4 20 0.7 500 0 0
16 19 4 20 0.7 500 0 0
16 19.3 4 20 0.7 500 0 0
16 20 4 20 0.7 500 0 0
16 20.3 4 20 0.7 500 0 0
16 21 4 20 0.7 500 0 0
16 21.3 4 20 0.7 500 0 0
16 22 4 20 0.7 500 0 0
16 22.3 4 20 0.7 500 0 0
16 23 4 20 0.7 500 0 0
16 23.3 4 20 0.7 500 0 0
16 23.59 4 20 0.7 500 0 0
17 0.3 4 20 0.7 500 0 0
17 1 4 20 0.7 500 0 0
17 1.3 4 20 0.7 500 0 0
17 2 4 20 0.7 500 0 0
17 2.3 4 20 0.7 500 0 0
17 3 4 20 0.7 500 0 0
17 3.3 4 20 0.7 500 0 0
17 4 4 20 0.7 500 0 0
17 4.3 4 20 0.7 500 0 0
17 5 4 20 0.7 500 0 0
17 5.3 4 20 0.7 500 0 0
17 6 4 20 0.7 500 0 0
17 6.3 4 20 0.7 500 0 0
17 7 4 20 0.7 500 0 0
17 7.3 4 20 0.7 500 268.276079117114 0
17 8 4 20 0.7 500 530.559313939627 0
17 8.3 4 20 0.7 500 780.990730411605 0
17 9 4 20 0.7 500 1013.97610451452 0
17 9.3 4 20 0.7 500 1224.31092798766 0
17 10 4 20 0.7 500 1407.29666844245 0
17 10.3 4 20 0.7 500 1558.84572681199 0
17 11 4 20 0.7 500 1675.57274755957 0
17 11.3 4 20 0.7 500 1754.87024192728 0
17 12 4 20 0.7 500 1794.96683492612 0
17 12.3 4 20 0.7 500 1794.96683492612 0
17 13 4 20 0.7 500 1754.87024192728 0
17 13.3 4 20 0.7 500 1675.57274755957 0
17 14 4 20 0.7 500 1558.84572681199 0
17 14.3 4 20 0.7 500 1407.29666844245 0
17 15 4 20 0.7 500 1224.31092798766 0
17 15.3 4 20 0.7 500 1013.97610451452 0
17 16 4 20 0.7 500 780.990730411605 0
17 16.3 4 20 0.7 500 530.559313939627 0
17 17 4 20 0.7 500 268.276079117114 0
17 17.3 4 20 0.7 500 1.10214571844014e-13 0
17 18 4 20 0.7 500 0 0
17 18.3 4 20 0.7 500 0 0
17 19 4 20 0.7 500 0 0
17 19.3 4 20 0.7 500 0 0
17 20 4 20 0.7 500 0 0
17 20.3 4 20 0.7 500 0 0
17 21 4 20 0.7 500 0 0
17 21.3 4 20 0.7 500 0 0
17 22 4 20 0.7 500 0 0
17 22.3 4 20 0.7 500 0 0
17 23 4 20 0.7 500 0 0
17 23.3 4 20 0.7 500 0 0
17 23.59 4 20 0.7 500 0 0
18 0.3 4 20 0.7 500 0 0
18 1 4 20 0.7 500 0 0
18 1.3 4 20 0.7 500 0 0
18 2 4 20 0.7 500 0 0
18 2.3 4 20 0.7 500 0 0
18 3 4 20 0.7 500 0 0
18 3.3 4 20 0.7 500 0 0
18 4 4 20 0.7 500 0 0
18 4.3 4 20 0.7 500 0 0
18 5 4 20 0.7 500 0 0
18 5.3 4 20 0.7 500 0 0
18 6 4 20 0.7 500 0 0
18 6.3 4 20 0.7 500 0 0
18 7 4 20 0.7 500 0 0
18 7.3 4 20 0.7 500 268.276079117114 0
18 8 4 20 0.7 500 530.559313939627 0
18 8.3 4 20 0.7 500 780.990730411605 0
18 9 4 20 0.7 500 1013.97610451452 0
18 9.3 4 20 0.7 500 1224.31092798766 0
18 10 4 20 0.7 500 1407.29666844245 0
18 10.3 4 20 0.7 500 1558.84572681199 0
18 11 4 20 0.7 500 1675.57274755957 0
18 11.3 4 20 0.7 500 1754.87024192728 0
18 12 4 20 0.7 500 1794.96683492612 0
18 12.3 4 20 0.7 500 1794.96683492612 0
18 13 4 20 0.7 500 1754.87024192728 0
18 13.3 4 20 0.7 500 1675.57274755957 0
18 14 4 20 0.7 500 1558.84572681199 0
18 14.3 4 20 0.7 500 1407.29666844245 0
18 15 4 20 0.7 500 1224.31092798766 0
18 15.3 4 20 0.7 500 1013.97610451452 0
18 16 4 20 0.7 500 780.990730411605 0
18 16.3 4 20 0.7 500 530.559313939627 0
18 17 4 20 0.7 500 268.276079117114 0
18 17.3 4 20 0.7 500 1.10214571844014e-13 0
18 18 4 20 0.7 500 0 0
18 18.3 4 20 0.7 500 0 0
18 19 4 20 0.7 500 0 0
18 19.3 4 20 0.7 500 0 0
18 20 4 20 0.7 500 0 0
18 20.3 4 20 0.7 500 0 0
18 21 4 20 0.7 500 0 0
18 21.3 4 20 0.7 500 0 0
18 22 4 20 0.7 500 0 0
18 22.3 4 20 0.7 500 0 0
18 23 4 20 0.7 500 0 0
18 23.3 4 20 0.7 500 0 0
18 23.59 4 20 0.7 500 0 0
19 0.3 4 20 0.7 500 0 0
19 1 4 20 0.7 500 0 0
19 1.3 4 20 0.7 500 0 0
19 2 4 20 0.7 500 0 0
19 2.3 4 20 0.7 500 0 0
19 3 4 20 0.7 500 0 0
19 3.3 4 20 0.7 500 0 0
19 4 4 20 0.7 500 0 0
19 4.3 4 20 0.7 500 0 0
19 5 4 20 0.7 500 0 0
19 5.3 4 20 0.7 500 0 0
19 6 4 20 0.7 500 0 0
19 6.3 4 20 0.7 500 0 0
19 7 4 20 0.7 500 0 0
19 7.3 4 20 0.7 500 268.276079117114 0
19 8 4 20 0.7 500 530.559313939627 0
19 8.3 4 20 0.7 500 780.990730411605 0
19 9 4 20 0.7 500 1013.97610451452 0
19 9.3 4 20 0.7 500 1224.31092798766 0
19 10 4 20 0.7 500 1407.29666844245 0
19 10.3 4 20 0.7 500 1558.84572681199 0
19 11 4 20 0.7 500 1675.57274755957 0
19 11.3 4 20 0.7 500 1754.87024192728 0
19 12 4 20 0.7 500 1794.96683492612 0
19 12.3 4 20 0.7 500 1794.96683492612 0
19 13 4 20 0.7 500 1754.87024192728 0
19 13.3 4 20 0.7 500 1675.57274755957 0
19 14 4 20 0.7 500 1558.84572681199 0
19 14.3 4 20 0.7 500 1407.29666844245 0
19 15 4 20 0.7 500 1224.31092798766 0
19 15.3 4 20 0.7 500 1013.97610451452 0
19 16 4 20 0.7 500 780.990730411605 0
19 16.3 4 20 0.7 500 530.559313939627 0
19 17 4 20 0.7 500 268.276079117114 0
19 17.3 4 20 0.7 500 1.10214571844014e-13 0
19 18 4 20 0.7 500 0 0
19 18.3 4 20 0.7 500 0 0
19 19 4 20 0.7 500 0 0
19 19.3 4 20 0.7 500 0 0
19 20 4 20 0.7 500 0 0
19 20.3 4 20 0.7 500 0 0
19 21 4 20 0.7 500 0 0
19 21.3 4 20 0.7 500 0 0
19 22 4 20 0.7 500 0 0
19 22.3 4 20 0.7 500 0 0
19 23 4 20 0.7 500 0 0
19 23.3 4 20 0.7 500 0 0
19 23.59 4 20 0.7 500 0 0
20 0.3 4 20 0.7 500 0 0
20 1 4 20 0.7 500 0 0
20 1.3 4 20 0.7 500 0 0
20 2 4 20 0.7 500 0 0
20 2.3 4 20 0.7 500 0 0
20 3 4 20 0.7 500 0 0
20 3.3 4 20 0.7 500 0 0
20 4 4 20 0.7 500 0 0
20 4.3 4 20 0.7 500 0 0
20 5 4 20 0.7 500 0 0
20 5.3 4 20 0.7 500 0 0
20 6 4 20 0.7 500 0 0
20 6.3 4 20 0.7 500 0 0
20 7 4 20 0.7 500 0 0
20 7.3 4 20 0.7 500 268.276079117114 0
20 8 4 20 0.7 500 530.559313939627 0
20 8.3 4 20 0.7 500 780.990730411605 0
20 9 4 20 0.7 500 1013.97610451452 0
20 9.3 4 20 0.7 500 1224.31092798766 0
20 10 4 20 0.7 500 1407.29666844245 0
20 10.3 4 20 0.7 500 1558.84572681199 0
20 11 4 20 0.7 500 1675.57274755957 0
20 11.3 4 20 0.7 500 1754.87024192728 0
20 12 4 20 0.7 500 1794.96683492612 0
20 12.3 4 20 0.7 500 1794.96683492612 0
20 13 4 20 0.7 500 1754.87024192728 0
20 13.3 4 20 0.7 500 1675.57274755957 0
20 14 4 20 0.7 500 1558.84572681199 0
20 14.3 4 20 0.7 500 1407.29666844245 0
20 15 4 20 0.7 500 1224.31092798766 0
20 15.3 4 20 0.7 500 1013.97610451452 0
20 16 4 20 0.7 500 780.990730411605 0
20 16.3 4 20 0.7 500 530.559313939627 0
20 17 4 20 0.7 500 268.276079117114 0
20 17.3 4 20 0.7 500 1.10214571844014e-13 0
20 18 4 20 0.7 500 0 0
20 18.3 4 20 0.7 500 0 0
20 19 4 20 0.7 500 0 0
20 19.3 4 20 0.7 500 0 0
20 20 4 20 0.7 500 0 0
20 20.3 4 20 0.7 500 0 0
20 21 4 20 0.7 500 0 0
20 21.3 4 20 0.7 500 0 0
20 22 4 20 0.7 500 0 0
20 22.3 4 20 0.7 500 0 0
20 23 4 20 0.7 500 0 0
20 23.3 4 20 0.7 500 0 0
20 23.59 4 20 0.7 500 0 0
21 0.3 4 20 0.7 500 0 0
21 1 4 20 0.7 500 0 0
21 1.3 4 20 0.7 500 0 0
21 2 4 20 0.7 500 0 0
21 2.3 4 20 0.7 500 0 0
21 3 4 20 0.7 500 0 0
21 3.3 4 20 0.7 500 0 0
21 4 4 20 0.7 500 0 0
21 4.3 4 20 0.7 500 0 0
21 5 4 20 0.7 500 0 0
21 5.3 4 20 0.7 500 0 0
21 6 4 20 0.7 500 0 0
21 6.3 4 20 0.7 500 0 0
21 7 4 20 0.7 500 0 0
21 7.3 4 20 0.7 500 268.276079117114 0
21 8 4 20 0.7 500 530.559313939627 0
21 8.3 4 20 0.7 500 780.990730411605 0
21 9 4 20 0.7 500 1013.97610451452 0
21 9.3 4 20 0.7 500 1224.31092798766 0
21 10 4 20 0.7 500 1407.29666844245 0
21 10.3 4 20 0.7 500 1558.84572681199 0
21 11 4 20 0.7 500 1675.57274755957 0
21 11.3 4 20 0.7 500 1754.87024192728 0
21 12 4 20 0.7 500 1794.96683492612 0
21 12.3 4 20 0.7 500 1794.96683492612 0
21 13 4 20 0.7 500 1754.87024192728 0
21 13.3 4 20 0.7 500 1675.57274755957 0
21 14 4 20 0.7 500 1558.84572681199 0
21 14.3 4 20 0.7 500 1407.29666844245 0
21 15 4 20 0.7 500 1224.31092798766 0
21 15.3 4 20 0.7 500 1013.97610451452 0
21 16 4 20 0.7 500 780.990730411605 0
21 16.3 4 20 0.7 500 530.559313939627 0
21 17 4 20 0.7 500 268.276079117114 0
21 17.3 4 20 0.7 500 1.10214571844014e-13 0
21 18 4 20 0.7 500 0 0
21 18.3 4 20 0.7 500 0 0
21 19 4 20 0.7 500 0 0
21 19.3 4 20 0.7 500 0 0
21 20 4 20 0.7 500 0 0
21 20.3 4 20 0.7 500 0 0
21 21 4 20 0.7 500 0 0
21 21.3 4 20 0.7 500 0 0
21 22 4 20 0.7 500 0 0
21 22.3 4 20 0.7 500 0 0
21 23 4 20 0.7 500 0 0
21 23.3 4 20 0.7 500 0 0
21 23.59 4 20 0.7 500 0 0
22 0.3 4 20 0.7 500 0 0
22 1 4 20 0.7 500 0 0
22 1.3 4 20 0.7 500 0 0
22 2 4 20 0.7 500 0 0
22 2.3 4 20 0.7 500 0 0
22 3 4 20 0.7 500 0 0
22 3.3 4 20 0.7 500 0 0
22 4 4 20 0.7 500 0 0
22 4.3 4 20 0.7 500 0 0
22 5 4 20 0.7 500 0 0
22 5.3 4 20 0.7 500 0 0
22 6 4 20 0.7 500 0 0
22 6.3 4 20 0.7 500 0 0
22 7 4 20 0.7 500 0 0
22 7.3 4 20 0.7 500 268.276079117114 0
22 8 4 20 0.7 500 530.559313939627 0
22 8.3 4 20 0.7 500 780.990730411605 0
22 9 4 20 0.7 500 1013.97610451452 0
22 9.3 4 20 0.7 500 1224.31092798766 0
22 10 4 20 0.7 500 1407.29666844245 0
22 10.3 4 20 0.7 500 1558.84572681199 0
22 11 4 20 0.7 500 1675.57274755957 0
22 11.3 4 20 0.7 500 1754.87024192728 0
22 12 4 20 0.7 500 1794.96683492612 0
22 12.3 4 20 0.7 500 1794.96683492612 0
22 13 4 20 0.7 500 1754.87024192728 0
22 13.3 4 20 0.7 500 1675.57274755957 0
22 14 4 20 0.7 500 1558.84572681199 0
22 14.3 4 20 0.7 500 1407.29666844245 0
22 15 4 20 0.7 500 1224.31092798766 0
22 15.3 4 20 0.7 500 1013.97610451452 0
22 16 4 20 0.7 500 780.990730411605 0
22 16.3 4 20 0.7 500 530.559313939627 0
22 17 4 20 0.7 500 268.276079117114 0
22 17.3 4 20 0.7 500 1.10214571844014e-13 0
22 18 4 20 0.7 500 0 0
22 18.3 4 20 0.7 500 0 0
22 19 4 20 0.7 500 0 0
22 19.3 4 20 0.7 500 0 0
22 20 4 20 0.7 500 0 0
22 20.3 4 20 0.7 500 0 0
22 21 4 20 0.7 500 0 0
22 21.3 4 20 0.7 500 0 0
22 22 4 20 0.7 500 0 0
22 22.3 4 20 0.7 500 0 0
22 23 4 20 0.7 500 0 0
22 23.3 4 20 0.7 500 0 0
22 23.59 4 20 0.7 500 0 0
23 0.3 4 20 0.7 500 0 0
23 1 4 20 0.7 500 0 0
23 1.3 4 20 0.7 500 0 0
23 2 4 20 0.7 500 0 0
23 2.3 4 20 0.7 500 0 0
23 3 4 20 0.7 500 0 0
23 3.3 4 20 0.7 500 0 0
23 4 4 20 0.7 500 0 0
23 4.3 4 20 0.7 500 0 0
23 5 4 20 0.7 500 0 0
23 5.3 4 20 0.7 500 0 0
23 6 4 20 0.7 500 0 0
23 6.3 4 20 0.7 500 0 0
23 7 4 20 0.7 500 0 0
